2021-02-27 21:41:24.777975,45.92,939.49,20.91
2021-02-27 21:41:27.826992,45.97,939.54,20.93
2021-02-27 21:41:30.876357,46.1,939.48,20.92
2021-02-27 21:41:33.925381,46.15,939.51,20.91
2021-02-27 21:41:36.974461,46.18,939.49,20.9
2021-02-27 21:52:11.711760,47.04,939.65,21.25
2021-02-27 21:52:14.784796,46.92,939.65,21.26
2021-02-27 21:52:28.662961,46.99,939.61,21.25
2021-02-27 21:52:31.737443,46.89,939.68,21.26
2021-03-02 16:43:12.048600,42.61,935.36,21.09
2021-03-02 16:43:12.190068,42.61,935.25,21.09
2021-03-02 16:43:12.328063,42.59,935.29,21.1
2021-03-02 16:43:12.465985,42.58,935.29,21.08
2021-03-02 16:43:12.609497,42.58,935.22,21.09
2021-03-02 16:43:12.779331,42.59,935.32,21.1
2021-03-02 16:43:12.949335,42.58,935.22,21.09
2021-03-02 16:43:13.119313,42.57,935.41,21.09
2021-03-02 16:43:13.289356,42.59,935.22,21.09
2021-03-02 16:43:13.459349,42.59,935.27,21.1
2021-03-02 16:43:13.629339,42.59,935.24,21.1
2021-03-02 16:43:13.799345,42.59,935.22,21.09
2021-03-02 16:43:13.969330,42.58,935.25,21.09
2021-03-02 16:43:14.139328,42.58,935.27,21.11
2021-03-02 16:43:14.309339,42.59,935.25,21.09
2021-03-02 16:43:14.479322,42.58,935.27,21.1
2021-03-02 16:43:14.649335,42.56,935.2,21.09
2021-03-02 16:43:14.819368,42.59,935.22,21.09
2021-03-02 16:43:14.989354,42.58,935.22,21.11
2021-03-02 16:43:15.159332,42.57,935.21,21.1
2021-03-02 16:43:15.329348,42.57,935.24,21.1
2021-03-02 16:43:15.499386,42.57,935.27,21.1
2021-03-02 16:43:15.669378,42.55,935.25,21.11
2021-03-02 16:55:46.158880,44.23,935.25,21.25
2021-03-02 16:55:46.296948,44.24,935.29,21.25
2021-03-02 16:55:46.434868,44.23,935.21,21.26
2021-03-02 16:55:46.572719,44.23,935.28,21.26
2021-03-02 16:55:46.710578,44.22,935.27,21.25
2021-03-02 16:55:46.872671,44.23,935.23,21.26
2021-03-02 16:55:47.043092,44.23,935.23,21.26
2021-03-02 16:55:47.208333,44.22,935.19,21.27
2021-03-02 16:55:47.378773,44.21,935.18,21.26
2021-03-02 16:55:47.548413,44.23,935.2,21.26
2021-03-02 16:55:47.712884,44.2,935.23,21.26
2021-03-02 16:55:47.883485,44.21,935.19,21.27
2021-03-02 16:55:48.047165,44.21,935.22,21.27
2021-03-02 16:55:48.217377,44.21,935.23,21.26
2021-03-02 16:55:48.384984,44.19,935.12,21.26
2021-03-02 16:55:48.555401,44.22,935.23,21.26
2021-03-02 16:55:48.725875,44.21,935.22,21.25
2021-03-02 16:55:48.889935,44.22,935.24,21.27
2021-03-02 16:55:49.060379,44.21,935.27,21.27
2021-03-02 16:55:49.224964,44.21,935.23,21.26
2021-03-02 16:55:49.395370,44.21,935.23,21.26
